ID_WATER_P,WP_OLDNAME,PLATE_ID,EASTINGX,NORTHINGY,DISTRICT_N,TA_NAME,VILLAGE_SI,WATER_SOUR,PUMP_TYPE,CONDITION,CONSTRUCTI,FUNDS,SERVICES
308_05_400,0,,773251.00000,8245377.00000,Mulanje,Nkanda TA,Kambenje,gravity fed standpipe,no pump,functional,2001,GTZ,Other
308_05_213,,,766391.00000,8238845.00000,Mulanje,Nkanda TA,Mangombo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_205,,,763469.00000,8239055.00000,Mulanje,Nkanda TA,Nkwera,mechanic borehole,Afridev,functional,2001,EU,CADCO
308_05_221,,,766052.00000,8240989.00000,Mulanje,Nkanda TA,Nkanda,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_220,,,766127.00000,8240854.00000,Mulanje,Nkanda TA,Nkanda,shallow well with hand pump,Afridev,functional,2001,GTZ,unknown
308_05_219,,,766706.00000,8240407.00000,Mulanje,Nkanda TA,Chambe Clinic,mechanic borehole,Afridev,functional,1999,MASAF,unknown
308_05_218,,,766767.00000,8240203.00000,Mulanje,Nkanda TA,Kazembe,mechanic borehole,Afridev,functional,1998,GTZ,Mozagua
308_05_217,,,766384.00000,8239689.00000,Mulanje,Nkanda TA,Kazembe,gravity fed standpipe,no pump,functional,2003,Government,Government
308_05_216,,,765060.00000,8240137.00000,Mulanje,Nkanda TA,Muhiyo,shallow well with hand pump,Afridev,functional,2001,GTZ,unknown
308_05_223,,,765394.00000,8240724.00000,Mulanje,Nkanda TA,Mlava,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_214,,,766576.00000,8238311.00000,Mulanje,Nkanda TA,Mangombo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_224,,,765823.00000,8241379.00000,Mulanje,Nkanda TA,Mlava,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_212,,,764801.00000,8237739.00000,Mulanje,Nkanda TA,Mkawera,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_211,,,764665.00000,8238028.00000,Mulanje,Nkanda TA,Mkawera,mechanic borehole,Afridev,functional,2001,MASAF,unknown
308_05_210,,,764444.00000,8237386.00000,Mulanje,Nkanda TA,Muriya,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_209,,,764471.00000,8238416.00000,Mulanje,Nkanda TA,Muriya,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_208,,,764615.00000,8238133.00000,Mulanje,Nkanda TA,Muriya,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_207,,,764234.00000,8238587.00000,Mulanje,Nkanda TA,Harneck,gravity fed standpipe,no pump,functional,1111,Government,Government
308_05_215,,,766208.00000,8239742.00000,Mulanje,Nkanda TA,Muhiyo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_222,,,765723.00000,8241143.00000,Mulanje,Nkanda TA,Mlava,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_204,,,763161.00000,8238399.00000,Mulanje,Nkanda TA,Nkwera,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_225,,,766528.00000,8240855.00000,Mulanje,Nkanda TA,Nkanda,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_172,,,763848.00000,8239729.00000,Mulanje,Nkanda TA,Manjomo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_206,,,763996.00000,8238611.00000,Mulanje,Nkanda TA,Harneck,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_181,,,764655.00000,8237501.00000,Mulanje,Nkanda TA,Mkawera,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_179,,,764321.00000,8237144.00000,Mulanje,Nkanda TA,Nkunguza,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_077,,,761509.00000,8237617.00000,Mulanje,Nkanda TA,Khanyanga Likuwa School,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_177,,,764196.00000,8237290.00000,Mulanje,Nkanda TA,Nkunguza,mechanic borehole,Afridev,functional,2001,GTZ,unknown
308_05_176,,,763880.00000,8237171.00000,Mulanje,Nkanda TA,Nkunguza,mechanic borehole,Afridev,not functional,1111,unknown,unknown
308_05_175,,,762086.00000,8241325.00000,Mulanje,Nkanda TA,Manjomo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_183,,,765089.00000,8237521.00000,Mulanje,Nkanda TA,Mkawera,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_173,,,763680.00000,8240203.00000,Mulanje,Nkanda TA,Manjomo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_184,,,765407.00000,8237278.00000,Mulanje,Nkanda TA,Chilanga,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_171,,,762888.00000,8239419.00000,Mulanje,Nkanda TA,Manjomo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_170,,,762844.00000,8240267.00000,Mulanje,Nkanda TA,Manjomo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_169,,,762181.00000,8240197.00000,Mulanje,Nkanda TA,Manjomo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_168,,,761945.00000,8240767.00000,Mulanje,Nkanda TA,Namindala School,mechanic borehole,Afridev,not functional,1990,unknown,CHITSIME
308_05_167,,,761994.00000,8240720.00000,Mulanje,Nkanda TA,Manjomo_Namindola School,gravity fed standpipe,no pump,not functional,1980,Government,Government
308_05_174,,,763647.00000,8240386.00000,Mulanje,Nkanda TA,Manjomo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_194,,,766615.00000,8236646.00000,Mulanje,Nkanda TA,Nakhonyo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_203,,,763200.00000,8238478.00000,Mulanje,Nkanda TA,Nkwera,mechanic borehole,Afridev,functional,2001,GTZ,Mozagua
308_05_202,,,763599.00000,8238610.00000,Mulanje,Nkanda TA,Nkwera,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_201,,,763570.00000,8238651.00000,Mulanje,Nkanda TA,Nkwera,mechanic borehole,Afridev,functional,2001,MASAF,National Borehole Driller
308_05_200,,,766689.00000,8238198.00000,Mulanje,Nkanda TA,Magombo,mechanic borehole,Afridev,functional,1111,unknown,unknown
308_05_199,,,766566.00000,8238224.00000,Mulanje,Nkanda TA,Magombo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_198,,,766513.00000,8237958.00000,Mulanje,Nkanda TA,Magombo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_197,,,766408.00000,8237412.00000,Mulanje,Nkanda TA,Magombo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_182,,,764799.00000,8237608.00000,Mulanje,Nkanda TA,Mkwera_Patsani School,mechanic borehole,Afridev,not functional,1111,MASAF,unknown
308_05_195,,,766642.00000,8236677.00000,Mulanje,Nkanda TA,Nakhonyo,mechanic borehole,Afridev,functional,2001,EU,CADCO
308_05_191,,,766895.00000,8236461.00000,Mulanje,Nkanda TA,Nakhonyo,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_189,,,765665.00000,8237596.00000,Mulanje,Nkanda TA,Chilanga,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_188,,,765835.00000,8237977.00000,Mulanje,Nkanda TA,Chilanga,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_187,,,765837.00000,8237655.00000,Mulanje,Nkanda TA,Chilanga,mechanic borehole,Afridev,functional,2001,EU,CADCO
308_05_186,,,765806.00000,8237361.00000,Mulanje,Nkanda TA,Chilanga,mechanic borehole,Afridev,functional,2000,unknown,unknown
308_05_185,,,765758.00000,8237177.00000,Mulanje,Nkanda TA,Chilanga,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_294,0,,769834.00000,8245464.00000,Mulanje,Nkanda TA,Mulera,gravity fed standpipe,no pump,not functional,2003,COMWASH,COMWASH
308_05_302,0,,770524.00000,8247522.00000,Mulanje,Nkanda TA,Chabwera,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_301,0,,770562.00000,8247316.00000,Mulanje,Nkanda TA,Chabwera,gravity fed standpipe,no pump,not functional,2003,COMWASH,COMWASH
308_05_300,0,,770294.00000,8244754.00000,Mulanje,Nkanda TA,Mulera,mechanic borehole,Afridev,functional,2000,unknown,unknown
308_05_299,0,,770632.00000,8246209.00000,Mulanje,Nkanda TA,Mulera,gravity fed standpipe,no pump,not functional,2002,COMWASH,COMWASH
308_05_298,0,,770554.00000,8246314.00000,Mulanje,Nkanda TA,Mulera,mechanic borehole,Afridev,functional,2001,GTZ,Madzi ndi Moyo
308_05_297,0,,770289.00000,8244924.00000,Mulanje,Nkanda TA,Mulera,gravity fed standpipe,no pump,not functional,2002,COMWASH,COMWASH
308_05_304,0,,770851.00000,8247742.00000,Mulanje,Nkanda TA,Chabwera,gravity fed standpipe,no pump,not functional,2003,COMWASH,COMWASH
308_05_295,0,,769905.00000,8244749.00000,Mulanje,Nkanda TA,Mulera,gravity fed standpipe,no pump,not functional,2002,COMWASH,COMWASH
308_05_305,0,,772177.00000,8247458.00000,Mulanje,Nkanda TA,Chabwera,gravity fed standpipe,no pump,functional,2002,OTHER,Fresh Water
308_05_293,0,,769876.00000,8245923.00000,Mulanje,Nkanda TA,Yapa,mechanic borehole,Afridev,functional,1111,World Vision,unknown
308_05_292,0,,769895.00000,8246013.00000,Mulanje,Nkanda TA,Yapa,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_291,0,,769880.00000,8246256.00000,Mulanje,Nkanda TA,Yapa,mechanic borehole,Afridev,not functional,2001,GTZ,Mozagua
308_05_290,0,,769750.00000,8247062.00000,Mulanje,Nkanda TA,Mulera,gravity fed standpipe,no pump,not functional,2003,COMWASH,COMWASH
308_05_289,0,,769523.00000,8247685.00000,Mulanje,Nkanda TA,Nongwe,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_287,0,,769204.00000,8247762.00000,Mulanje,Nkanda TA,Nongwe,shallow well with hand pump,Malda,not functional,2000,unknown,unknown
308_05_286,0,,769091.00000,8247825.00000,Mulanje,Nkanda TA,Nongwe,shallow well with hand pump,Afridev,functional,2001,GTZ,Other
308_05_296,0,,770065.00000,8244723.00000,Mulanje,Nkanda TA,Mulera,gravity fed standpipe,no pump,not functional,2002,COMWASH,COMWASH
308_05_313,0,,772989.00000,8246709.00000,Mulanje,Nkanda TA,Sanyiwa,gravity fed standpipe,no pump,functional,2002,COMWASH,COMWASH
308_05_323,0,,766655.00000,8240323.00000,Mulanje,Nkanda TA,Nkanda,mechanic borehole,Afridev,functional,1999,Private,Private
308_05_321,0,,766758.00000,8240311.00000,Mulanje,Nkanda TA,Nkanda school,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_320,0,,766677.00000,8240417.00000,Mulanje,Nkanda TA,Chambe,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_319,0,,766705.00000,8240407.00000,Mulanje,Nkanda TA,Nkanda,mechanic borehole,Afridev,functional,1999,NationalWDP,Other
308_05_318,0,,766775.00000,8240866.00000,Mulanje,Nkanda TA,Nkanda,mechanic borehole,Afridev,functional,2001,EU,Other
308_05_317,0,,766875.00000,8240836.00000,Mulanje,Nkanda TA,Nkanda,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_316,0,,772867.00000,8246618.00000,Mulanje,Nkanda TA,Sanyiwa,shallow well with hand pump,Afridev,functional,2000,GTZ,Other
308_05_303,0,,770537.00000,8247167.00000,Mulanje,Nkanda TA,Chabwera,gravity fed standpipe,no pump,not functional,2003,COMWASH,COMWASH
308_05_314,0,,772990.00000,8246706.00000,Mulanje,Nkanda TA,Sanyiwa,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_283,0,,765392.00000,8246798.00000,Mulanje,Nkanda TA,Shaibu,mechanic borehole,Afridev,functional,1999,unknown,SCANDRIL
308_05_312,0,,772697.00000,8246999.00000,Mulanje,Nkanda TA,Sanyiwa,gravity fed standpipe,no pump,functional,2002,COMWASH,COMWASH
308_05_311,0,,772520.00000,8247284.00000,Mulanje,Nkanda TA,Chabwera,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_310,0,,772492.00000,8247434.00000,Mulanje,Nkanda TA,Chabwera,gravity fed standpipe,no pump,functional,2002,COMWASH,COMWASH
308_05_309,0,,772216.00000,8247301.00000,Mulanje,Nkanda TA,Chabwera,gravity fed standpipe,no pump,not functional,1111,COMWASH,COMWASH
308_05_308,0,,771700.00000,8247279.00000,Mulanje,Nkanda TA,Chabwera,gravity fed standpipe,no pump,not functional,2003,COMWASH,COMWASH
308_05_307,0,,772162.00000,8247413.00000,Mulanje,Nkanda TA,Chabwera,gravity fed standpipe,no pump,not functional,1111,COMWASH,COMWASH
308_05_306,0,,772162.00000,8247413.00000,Mulanje,Nkanda TA,Chabwera,mechanic borehole,Afridev,functional,2000,unknown,unknown
308_05_315,0,,772917.00000,8246533.00000,Mulanje,Nkanda TA,Sanyiwa,gravity fed standpipe,no pump,functional,2002,COMWASH,COMWASH
308_05_260,,,762967.00000,8244192.00000,Mulanje,Nkanda TA,Nalikata,mechanic borehole,Afridev,functional,2001,MASAF,unknown
308_05_259,,,762380.00000,8244075.00000,Mulanje,Nkanda TA,Nalikata,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_258,,,762494.00000,8244517.00000,Mulanje,Nkanda TA,Nalikata,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_257,,,762073.00000,8244369.00000,Mulanje,Nkanda TA,Nalikata,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_285,0,,768488.00000,8247813.00000,Mulanje,Nkanda TA,Nongwe Primary School,mechanic borehole,Afridev,functional,1111,unknown,unknown
308_05_178,,,764011.00000,8237195.00000,Mulanje,Nkanda TA,Nkunguza,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_271,,,762708.00000,8241213.00000,Mulanje,Nkanda TA,Mangasanja,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_282,0,,764855.00000,8246709.00000,Mulanje,Nkanda TA,Shaibu,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_281,0,,764360.00000,8246032.00000,Mulanje,Nkanda TA,Nalikata,mechanic borehole,Afridev,functional,2001,GTZ,unknown
308_05_276,0,,762724.00000,8243489.00000,Mulanje,Nkanda TA,Mlava,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_275,0,,763179.00000,8243581.00000,Mulanje,Nkanda TA,Mlava,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_274,,,763279.00000,8243364.00000,Mulanje,Nkanda TA,Tembenu,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_272,,,762844.00000,8243634.00000,Mulanje,Nkanda TA,Namadidi LEA School,mechanic borehole,Afridev,not functional,2001,unknown,National Borehole Driller
308_05_270,,,761951.00000,8241704.00000,Mulanje,Nkanda TA,Mwanero,mechanic borehole,Afridev,functional,2000,unknown,unknown
308_05_269,,,763259.00000,8241949.00000,Mulanje,Nkanda TA,Mwanero,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_268,,,763786.00000,8242731.00000,Mulanje,Nkanda TA,Namatikha,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_267,,,763117.00000,8242713.00000,Mulanje,Nkanda TA,Namatikha,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_266,,,761728.00000,8242442.00000,Mulanje,Nkanda TA,Namatikha,mechanic borehole,Afridev,functional,2002,MASAF,CADCO
308_05_265,,,761781.00000,8242422.00000,Mulanje,Nkanda TA,Namatikha,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_264,,,761221.00000,8242284.00000,Mulanje,Nkanda TA,Namatikha,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_284,0,,767266.00000,8247389.00000,Mulanje,Nkanda TA,Totholo,mechanic borehole,Afridev,functional,1994,unknown,SCANDRIL
308_05_273,,,763564.00000,8242742.00000,Mulanje,Nkanda TA,Tembenu,mechanic borehole,Afridev,functional,2001,unknown,National Borehole Driller
308_05_122,,,765335.00000,8232907.00000,Mulanje,Nkanda TA,Mponda,gravity fed standpipe,no pump,not functional,2001,Government,Government
308_05_130,,,764804.00000,8235500.00000,Mulanje,Nkanda TA,Miyano,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_129,,,764235.00000,8235337.00000,Mulanje,Nkanda TA,Miyano,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_128,,,764518.00000,8234842.00000,Mulanje,Nkanda TA,Matuwika,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_127,,,764784.00000,8234519.00000,Mulanje,Nkanda TA,Matuwika,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_126,,,765461.00000,8233387.00000,Mulanje,Nkanda TA,Denula,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_125,,,765459.00000,8233825.00000,Mulanje,Nkanda TA,Denula,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_151,,,762528.00000,8233575.00000,Mulanje,Nkanda TA,Ntonya,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_123,,,765369.00000,8232960.00000,Mulanje,Nkanda TA,Mponda,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_180,,,763569.00000,8237134.00000,Mulanje,Nkanda TA,Nkunguza,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_121,,,765169.00000,8232510.00000,Mulanje,Nkanda TA,Bwina,shallow well with hand pump,Afridev,not functional,1111,GTZ,unknown
308_05_120,,,765215.00000,8232619.00000,Mulanje,Nkanda TA,Bwina,gravity fed standpipe,no pump,not functional,1970,Government,Government
308_05_119,,,764344.00000,8232418.00000,Mulanje,Nkanda TA,Mwanamvula,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_118,,,764416.00000,8232670.00000,Mulanje,Nkanda TA,Mwanamvula,shallow well with hand pump,Afridev,functional,2001,GTZ,unknown
308_05_117,,,764581.00000,8232774.00000,Mulanje,Nkanda TA,Mponda,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_116,,,764971.00000,8232619.00000,Mulanje,Nkanda TA,Mwanamvula,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_115,,,764816.00000,8230602.00000,Mulanje,Nkanda TA,Mandanda,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_124,,,765180.00000,8233702.00000,Mulanje,Nkanda TA,Denula Samson School,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_141,,,762735.00000,8235204.00000,Mulanje,Nkanda TA,Nasiyaya,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_150,,,762659.00000,8233609.00000,Mulanje,Nkanda TA,Ntonya,gravity fed standpipe,no pump,functional,2001,GTZ,unknown
308_05_149,,,762486.00000,8233305.00000,Mulanje,Nkanda TA,Ntonya,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_148,,,762616.00000,8234694.00000,Mulanje,Nkanda TA,Munyere,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_147,,,762684.00000,8234514.00000,Mulanje,Nkanda TA,Munyere,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_146,,,762689.00000,8234603.00000,Mulanje,Nkanda TA,Munyere,mechanic borehole,Afridev,functional,1999,Proscarp,unknown
308_05_145,,,763637.00000,8235005.00000,Mulanje,Nkanda TA,Muruwane,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_144,,,763431.00000,8234930.00000,Mulanje,Nkanda TA,Muruwane,mechanic borehole,Afridev,functional,2001,GTZ,unknown
308_05_131,,,763806.00000,8235586.00000,Mulanje,Nkanda TA,Nalifu,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_142,,,763129.00000,8234886.00000,Mulanje,Nkanda TA,Nasiyaya,mechanic borehole,Afridev,not functional,1999,GTZ,unknown
308_05_132,,,763483.00000,8235756.00000,Mulanje,Nkanda TA,Nalifu,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_140,,,762635.00000,8236460.00000,Mulanje,Nkanda TA,Mwanakhu,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_139,,,762813.00000,8236508.00000,Mulanje,Nkanda TA,Mwanakhu,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_138,,,762956.00000,8236557.00000,Mulanje,Nkanda TA,Mwanakhu,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_137,,,763029.00000,8236638.00000,Mulanje,Nkanda TA,Mwanakhu Market,mechanic borehole,Afridev,functional,2000,GTZ,unknown
308_05_136,,,763179.00000,8236391.00000,Mulanje,Nkanda TA,Nankwakwala,mechanic borehole,Afridev,functional,1979,Government,Government
308_05_134,,,763615.00000,8235999.00000,Mulanje,Nkanda TA,Joseph,mechanic borehole,Afridev,functional,2001,unknown,unknown
308_05_112,,,764638.00000,8231925.00000,Mulanje,Nkanda TA,Mponda,mechanic borehole,Afridev,functional,2002,MASAF,unknown
308_05_143,,,763200.00000,8234869.00000,Mulanje,Nkanda TA,Nasiyaya,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_114,,,764724.00000,8231230.00000,Mulanje,Nkanda TA,Mandanda,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_328,0,,766056.00000,8240986.00000,Mulanje,Nkanda TA,Chimaliro,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_324,0,,766610.00000,8240324.00000,Mulanje,Nkanda TA,Nkanda,mechanic borehole,Afridev,functional,1999,Private,Private
308_05_081,,,760901.00000,8237392.00000,Mulanje,Nkanda TA,Khanyanga,gravity fed standpipe,no pump,functional,1975,Government,Government
308_05_080,,,761826.00000,8238042.00000,Mulanje,Nkanda TA,Khanyanga,gravity fed standpipe,no pump,functional,1975,Government,Government
308_05_079,,,761088.00000,8238410.00000,Mulanje,Nkanda TA,Khanyanga,gravity fed standpipe,no pump,functional,1988,Government,Government
308_05_078,,,761551.00000,8237581.00000,Mulanje,Nkanda TA,Likuwa School,mechanic borehole,Afridev,functional,1111,unknown,unknown
308_05_103,,,761620.00000,8233544.00000,Mulanje,Nkanda TA,Chaathu,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_135,,,763177.00000,8236794.00000,Mulanje,Nkanda TA,Nankwakwala,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_111,,,764549.00000,8232048.00000,Mulanje,Nkanda TA,Mponda,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_110,,,763424.00000,8232195.00000,Mulanje,Nkanda TA,Chikwenda,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_325,0,,766608.00000,8240438.00000,Mulanje,Nkanda TA,Nkanda,mechanic borehole,Afridev,not functional,1997,Government,Government
308_05_108,,,762749.00000,8232838.00000,Mulanje,Nkanda TA,Salimu,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_326,0,,766526.00000,8240853.00000,Mulanje,Nkanda TA,Nkanda,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_106,,,762300.00000,8232674.00000,Mulanje,Nkanda TA,Salimu,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_104,,,762019.00000,8233221.00000,Mulanje,Nkanda TA,Chaathu,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_113,,,764697.00000,8232102.00000,Mulanje,Nkanda TA,Mponda,shallow well with hand pump,other,functional,1999,Religious_institution,Religious_institution
308_05_327,0,,766128.00000,8240852.00000,Mulanje,Nkanda TA,Chimaliro,shallow well with hand pump,Afridev,functional,2000,MASAF,MASAF
308_05_101,,,759886.00000,8234924.00000,Mulanje,Nkanda TA,Simoni,shallow well with hand pump,Afridev,functional,2000,GTZ,unknown
308_05_100,,,759993.00000,8235065.00000,Mulanje,Nkanda TA,Simoni,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_105,,,762279.00000,8232715.00000,Mulanje,Nkanda TA,Salimu,mechanic borehole,Afridev,functional,2002,unknown,unknown
308_05_162,,,761465.00000,8239957.00000,Mulanje,Nkanda TA,Muhowa,mechanic borehole,Afridev,functional,2002,unknown,unknown
308_05_157,,,762584.00000,8238026.00000,Mulanje,Nkanda TA,Sopa,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_158,,,761669.00000,8238694.00000,Mulanje,Nkanda TA,Muhowa,gravity fed standpipe,no pump,not functional,1988,Government,Government
308_05_159,,,761007.00000,8239782.00000,Mulanje,Nkanda TA,Muhowa,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_160,,,760941.00000,8240029.00000,Mulanje,Nkanda TA,Muhowa,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_161,,,761338.00000,8240039.00000,Mulanje,Nkanda TA,Muhowa,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_152,,,762364.00000,8233510.00000,Mulanje,Nkanda TA,Ntonya,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_156,,,762899.00000,8234073.00000,Mulanje,Nkanda TA,Sukayakwe School,gravity fed standpipe,no pump,functional,2001,GTZ,unknown
308_05_153,,,762853.00000,8233774.00000,Mulanje,Nkanda TA,Ntonya,gravity fed standpipe,no pump,functional,2001,Government,Government
308_05_155,,,762881.00000,8233999.00000,Mulanje,Nkanda TA,Ntonya,gravity fed standpipe,no pump,functional,2001,GTZ,unknown
308_05_154,,,762875.00000,8233908.00000,Mulanje,Nkanda TA,Ntonya,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_133,,,763535.00000,8236111.00000,Mulanje,Nkanda TA,Joseph,gravity fed standpipe,no pump,functional,1979,Government,Government
MULANJE ABOVE,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PHALOMBE BELOW,,,,,,,,,,,,,
309_0551,,,800680.00000,8245140.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,2003,OXFAM,unknown
309_0539,,,796388.00000,8253703.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,Government,unknown
309_0540,,,797054.00000,8254060.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1993,Government,unknown
309_0541,,,791558.00000,8262182.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1953,Government,unknown
309_0545,,,795744.00000,8263470.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,2000,MASAF,unknown
309_0562,,,800247.00000,8239836.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,1999,MASAF,unknown
309_0550,,,800875.00000,8244492.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1999,MASAF,unknown
309_0552,,,792349.00000,8257834.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,2003,CDC,unknown
309_0553,,,790548.00000,8257836.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,unknown,unknown
309_0558,,,798486.00000,8247176.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2001,MASAF,unknown
309_0560,,,799620.00000,8239298.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2000,Government,unknown
309_0514,,,797684.00000,8251714.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,not functional,2000,Government,unknown
309_0526,,,798013.00000,8261624.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,India mark,functional,2002,Government,unknown
309_0527,,,798094.00000,8261554.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2002,MASAF,unknown
309_0528,,,797226.00000,8262617.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,Afridev,functional,2002,Government,unknown
309_0532,,,796900.00000,8255776.00000,Phalombe,Nazombe TA,Unknown,mechanic borehole,missing information,not functional,1994,MASAF,unknown
